年,リーグ,節,日付,ホーム,ホーム得点,アウェイ得点,アウェイ
2024,J2,第23節,24/7/6,いわきＦＣ,0.0,1.0,大分トリニータ
2024,J2,第23節,24/7/6,藤枝ＭＹＦＣ,3.0,1.0,水戸ホーリーホック
2024,J2,第23節,24/7/6,横浜ＦＣ,1.0,0.0,ブラウブリッツ秋田
2024,J2,第23節,24/7/6,ヴァンフォーレ甲府,1.0,3.0,徳島ヴォルティス
2024,J2,第23節,7/6,清水エスパルス,2.0,0.0,ジェフユナイテッド千葉
2024,J2,第23節,24/7/6,Ｖ・ファーレン長崎,2.0,0.0,ロアッソ熊本
2024,J2,第23節,7/6,モンテディオ山形,1.0,0.0,栃木ＳＣ
2024,J2,第23節,7/6,レノファ山口ＦＣ,1.0,0.0,鹿児島ユナイテッドFC
2024,J2,第23節,24/7/6,ファジアーノ岡山,2.0,0.0,ベガルタ仙台
2024,J2,第23節,7/7,愛媛ＦＣ,0.0,4.0,ザスパ群馬
2024,J2,第24節,24/7/13,藤枝ＭＹＦＣ,0.0,1.0,愛媛ＦＣ
2024,J2,第24節,24/7/13,鹿児島ユナイテッドFC,1.0,1.0,ザスパ群馬
2024,J2,第24節,7/14,水戸ホーリーホック,2.0,2.0,横浜ＦＣ
2024,J2,第24節,7/14,ブラウブリッツ秋田,1.0,0.0,レノファ山口ＦＣ
2024,J2,第24節,24/7/14,ヴァンフォーレ甲府,2.0,2.0,Ｖ・ファーレン長崎
2024,J2,第24節,7/14,栃木ＳＣ,1.0,1.0,ファジアーノ岡山
2024,J2,第24節,24/7/14,徳島ヴォルティス,2.0,0.0,ベガルタ仙台
2024,J2,第24節,24/7/14,大分トリニータ,0.0,2.0,清水エスパルス
2024,J2,第24節,24/7/14,ジェフユナイテッド千葉,0.0,2.0,ロアッソ熊本
2024,J2,第24節,24/7/14,モンテディオ山形,1.0,2.0,いわきＦＣ
2024,J2,第25節,24/8/3,横浜ＦＣ,2.0,1.0,ジェフユナイテッド千葉
2024,J2,第25節,8/3,レノファ山口ＦＣ,2.0,0.0,大分トリニータ
2024,J2,第25節,24/8/3,Ｖ・ファーレン長崎,1.0,2.0,水戸ホーリーホック
2024,J2,第25節,24/8/3,ベガルタ仙台,2.0,1.0,清水エスパルス
2024,J2,第25節,24/8/3,ロアッソ熊本,0.0,2.0,栃木ＳＣ
2024,J2,第25節,24/8/3,ザスパ群馬,0.0,1.0,ヴァンフォーレ甲府
2024,J2,第25節,24/8/3,愛媛ＦＣ,0.0,1.0,徳島ヴォルティス
2024,J2,第25節,24/8/3,鹿児島ユナイテッドFC,2.0,3.0,藤枝ＭＹＦＣ
2024,J2,第25節,24/8/3,ファジアーノ岡山,1.0,1.0,モンテディオ山形
2024,J2,第25節,24/8/4,いわきＦＣ,2.0,0.0,ブラウブリッツ秋田
2024,J2,第26節,24/8/10,ヴァンフォーレ甲府,3.0,0.0,藤枝ＭＹＦＣ
2024,J2,第26節,24/8/10,横浜ＦＣ,0.0,0.0,Ｖ・ファーレン長崎
2024,J2,第26節,24/8/10,水戸ホーリーホック,0.0,1.0,ベガルタ仙台
2024,J2,第26節,24/8/10,いわきＦＣ,2.0,1.0,愛媛ＦＣ
2024,J2,第26節,24/8/10,清水エスパルス,4.0,0.0,ザスパ群馬
2024,J2,第26節,24/8/10,レノファ山口ＦＣ,4.0,3.0,栃木ＳＣ
2024,J2,第26節,24/8/10,ファジアーノ岡山,0.0,0.0,ジェフユナイテッド千葉
2024,J2,第26節,24/8/11,ブラウブリッツ秋田,2.0,0.0,鹿児島ユナイテッドFC
2024,J2,第26節,24/8/11,モンテディオ山形,1.0,0.0,徳島ヴォルティス
2024,J2,第26節,24/8/11,大分トリニータ,2.0,1.0,ロアッソ熊本
2024,J2,第27節,24/8/17,清水エスパルス,3.0,0.0,ヴァンフォーレ甲府
2024,J2,第27節,24/8/17,ザスパ群馬,1.0,2.0,横浜ＦＣ
2024,J2,第27節,8/17,栃木ＳＣ,0.0,0.0,ブラウブリッツ秋田
2024,J2,第27節,24/8/17,ベガルタ仙台,1.0,0.0,鹿児島ユナイテッドFC
2024,J2,第27節,24/8/17,モンテディオ山形,4.0,2.0,Ｖ・ファーレン長崎
2024,J2,第27節,8/17,ロアッソ熊本,0.0,1.0,水戸ホーリーホック
2024,J2,第27節,24/8/17,ジェフユナイテッド千葉,0.0,3.0,いわきＦＣ
2024,J2,第27節,24/8/17,藤枝ＭＹＦＣ,3.0,0.0,レノファ山口ＦＣ
2024,J2,第27節,24/8/17,徳島ヴォルティス,1.0,1.0,ファジアーノ岡山
2024,J2,第27節,24/8/18,愛媛ＦＣ,3.0,2.0,大分トリニータ
2024,J2,第28節,24/8/24,横浜ＦＣ,2.0,0.0,徳島ヴォルティス
2024,J2,第28節,8/24,Ｖ・ファーレン長崎,1.0,2.0,レノファ山口ＦＣ
2024,J2,第28節,24/8/24,ファジアーノ岡山,0.0,0.0,大分トリニータ
2024,J2,第28節,24/8/24,藤枝ＭＹＦＣ,0.0,1.0,モンテディオ山形
2024,J2,第28節,24/8/24,鹿児島ユナイテッドFC,0.0,1.0,清水エスパルス
2024,J2,第28節,24/8/25,水戸ホーリーホック,2.0,1.0,ザスパ群馬
2024,J2,第28節,24/8/25,ブラウブリッツ秋田,0.0,0.0,愛媛ＦＣ
2024,J2,第28節,24/8/25,いわきＦＣ,3.0,4.0,ロアッソ熊本
2024,J2,第28節,24/8/25,ジェフユナイテッド千葉,4.0,2.0,ベガルタ仙台
2024,J2,第28節,24/8/25,栃木ＳＣ,1.0,2.0,ヴァンフォーレ甲府
2024,J2,第29節,24/8/31,水戸ホーリーホック,3.0,1.0,愛媛ＦＣ
2024,J2,第29節,24/8/31,ヴァンフォーレ甲府,1.0,0.0,鹿児島ユナイテッドFC
2024,J2,第29節,24/8/31,Ｖ・ファーレン長崎,1.0,1.0,栃木ＳＣ
2024,J2,第29節,24/8/31,レノファ山口ＦＣ,0.0,2.0,ファジアーノ岡山
2024,J2,第29節,24/8/31,ベガルタ仙台,2.0,0.0,いわきＦＣ
2024,J2,第29節,24/8/31,モンテディオ山形,1.0,2.0,横浜ＦＣ
2024,J2,第29節,24/9/1,ロアッソ熊本,1.0,2.0,藤枝ＭＹＦＣ
2024,J2,第29節,24/9/1,ザスパ群馬,1.0,0.0,ブラウブリッツ秋田
2024,J2,第29節,24/9/1,大分トリニータ,0.0,2.0,ジェフユナイテッド千葉
2024,J2,第30節,24/9/7,清水エスパルス,1.0,1.0,Ｖ・ファーレン長崎
2024,J2,第30節,24/9/7,愛媛ＦＣ,1.0,4.0,横浜ＦＣ
2024,J2,第30節,24/9/7,レノファ山口ＦＣ,1.0,2.0,徳島ヴォルティス
2024,J2,第30節,24/9/7,藤枝ＭＹＦＣ,1.0,0.0,栃木ＳＣ
2024,J2,第30節,24/9/7,鹿児島ユナイテッドFC,1.0,3.0,いわきＦＣ
2024,J2,第30節,24/9/7,ザスパ群馬,0.0,0.0,ベガルタ仙台
2024,J2,第30節,24/9/7,大分トリニータ,0.0,3.0,モンテディオ山形
2024,J2,第30節,24/9/7,ジェフユナイテッド千葉,4.0,0.0,水戸ホーリーホック
2024,J2,第30節,24/9/8,ファジアーノ岡山,0.0,1.0,ブラウブリッツ秋田
2024,J2,第31節,24/9/14,ベガルタ仙台,2.0,3.0,藤枝ＭＹＦＣ
2024,J2,第31節,24/9/14,清水エスパルス,4.0,1.0,レノファ山口ＦＣ
2024,J2,第31節,24/9/14,モンテディオ山形,4.0,1.0,ザスパ群馬
2024,J2,第31節,24/9/14,徳島ヴォルティス,3.0,1.0,大分トリニータ
2024,J2,第31節,24/9/14,ブラウブリッツ秋田,1.0,0.0,ジェフユナイテッド千葉
2024,J2,第31節,24/9/14,ファジアーノ岡山,3.0,0.0,愛媛ＦＣ
2024,J2,第31節,24/9/15,いわきＦＣ,0.0,2.0,Ｖ・ファーレン長崎
2024,J2,第31節,24/9/15,横浜ＦＣ,1.0,0.0,ヴァンフォーレ甲府
2024,J2,第31節,24/9/15,鹿児島ユナイテッドFC,0.0,2.0,ロアッソ熊本
2024,J2,第31節,24/9/15,栃木ＳＣ,2.0,3.0,水戸ホーリーホック
2024,J2,第29節,24/9/18,徳島ヴォルティス,1.0,2.0,清水エスパルス
2024,J2,第32節,24/9/21,横浜ＦＣ,1.0,1.0,大分トリニータ
2024,J2,第32節,24/9/21,ロアッソ熊本,3.0,1.0,ブラウブリッツ秋田
2024,J2,第32節,24/9/21,ベガルタ仙台,2.0,2.0,ヴァンフォーレ甲府
2024,J2,第32節,24/9/21,愛媛ＦＣ,1.0,3.0,モンテディオ山形
2024,J2,第32節,24/9/21,ジェフユナイテッド千葉,4.0,1.0,レノファ山口ＦＣ
2024,J2,第32節,24/9/22,水戸ホーリーホック,0.0,0.0,ファジアーノ岡山
2024,J2,第32節,24/9/22,Ｖ・ファーレン長崎,2.0,0.0,ザスパ群馬
2024,J2,第32節,24/9/22,藤枝ＭＹＦＣ,2.0,3.0,清水エスパルス
2024,J2,第32節,24/9/22,徳島ヴォルティス,0.0,1.0,いわきＦＣ
2024,J2,第32節,24/9/22,栃木ＳＣ,2.0,1.0,鹿児島ユナイテッドFC
2024,J2,第30節,24/9/25,ヴァンフォーレ甲府,2.0,4.0,ロアッソ熊本
2024,J2,第33節,24/9/28,ヴァンフォーレ甲府,1.0,2.0,モンテディオ山形
2024,J2,第33節,24/9/28,鹿児島ユナイテッドFC,3.0,0.0,水戸ホーリーホック
2024,J2,第33節,24/9/28,清水エスパルス,1.0,1.0,横浜ＦＣ
2024,J2,第33節,24/9/28,大分トリニータ,2.0,0.0,藤枝ＭＹＦＣ
2024,J2,第33節,24/9/29,ファジアーノ岡山,1.0,0.0,Ｖ・ファーレン長崎
2024,J2,第33節,24/9/29,ブラウブリッツ秋田,2.0,0.0,徳島ヴォルティス
2024,J2,第33節,24/9/29,レノファ山口ＦＣ,0.0,1.0,ベガルタ仙台
2024,J2,第33節,24/9/29,いわきＦＣ,0.0,0.0,栃木ＳＣ
2024,J2,第33節,24/9/29,愛媛ＦＣ,1.0,2.0,ジェフユナイテッド千葉
2024,J2,第33節,24/9/29,ザスパ群馬,2.0,3.0,ロアッソ熊本
2024,J2,第34節,24/10/5,ジェフユナイテッド千葉,1.0,0.0,ザスパ群馬
2024,J2,第34節,24/10/5,ヴァンフォーレ甲府,3.0,1.0,ファジアーノ岡山
2024,J2,第34節,24/10/5,藤枝ＭＹＦＣ,1.0,1.0,いわきＦＣ
2024,J2,第34節,24/10/6,水戸ホーリーホック,2.0,2.0,清水エスパルス
2024,J2,第34節,24/10/6,Ｖ・ファーレン長崎,4.0,1.0,大分トリニータ
2024,J2,第34節,24/10/6,モンテディオ山形,2.0,0.0,レノファ山口ＦＣ
2024,J2,第34節,24/10/6,横浜ＦＣ,1.0,0.0,鹿児島ユナイテッドFC
2024,J2,第34節,24/10/6,ロアッソ熊本,1.0,2.0,徳島ヴォルティス
2024,J2,第34節,24/10/6,栃木ＳＣ,1.0,1.0,愛媛ＦＣ
2024,J2,第34節,24/10/6,ベガルタ仙台,0.0,1.0,ブラウブリッツ秋田
2024,J2,第35節,24/10/19,鹿児島ユナイテッドFC,4.0,0.0,愛媛ＦＣ
2024,J2,第35節,24/10/19,ジェフユナイテッド千葉,2.0,1.0,ヴァンフォーレ甲府
2024,J2,第35節,24/10/19,ベガルタ仙台,3.0,0.0,横浜ＦＣ
2024,J2,第35節,24/10/20,ブラウブリッツ秋田,1.0,2.0,Ｖ・ファーレン長崎
2024,J2,第35節,24/10/20,清水エスパルス,1.0,2.0,モンテディオ山形
2024,J2,第35節,24/10/20,ファジアーノ岡山,2.0,1.0,いわきＦＣ
2024,J2,第35節,24/10/20,大分トリニータ,0.0,0.0,水戸ホーリーホック
2024,J2,第35節,24/10/20,ザスパ群馬,0.0,0.0,栃木ＳＣ
2024,J2,第35節,24/10/20,徳島ヴォルティス,3.0,0.0,藤枝ＭＹＦＣ
2024,J2,第35節,24/10/20,ロアッソ熊本,1.0,1.0,レノファ山口ＦＣ
2024,J2,第36節,24/10/26,いわきＦＣ,1.0,2.0,水戸ホーリーホック
2024,J2,第36節,24/10/26,藤枝ＭＹＦＣ,2.0,3.0,ジェフユナイテッド千葉
2024,J2,第36節,24/10/27,Ｖ・ファーレン長崎,4.0,1.0,鹿児島ユナイテッドFC
2024,J2,第36節,24/10/27,ザスパ群馬,0.0,2.0,徳島ヴォルティス
2024,J2,第36節,24/10/27,モンテディオ山形,1.0,0.0,ロアッソ熊本
2024,J2,第36節,24/10/27,栃木ＳＣ,0.0,1.0,清水エスパルス
2024,J2,第36節,24/10/27,横浜ＦＣ,2.0,4.0,ファジアーノ岡山
2024,J2,第36節,24/10/27,ブラウブリッツ秋田,0.0,2.0,大分トリニータ
2024,J2,第36節,24/10/27,レノファ山口ＦＣ,2.0,0.0,ヴァンフォーレ甲府
2024,J2,第36節,24/10/27,愛媛ＦＣ,0.0,2.0,ベガルタ仙台
2024,J2,第37節,24/11/3,ファジアーノ岡山,2.0,0.0,藤枝ＭＹＦＣ
2024,J2,第37節,24/11/3,横浜ＦＣ,0.0,0.0,栃木ＳＣ
2024,J2,第37節,24/11/3,徳島ヴォルティス,1.0,0.0,鹿児島ユナイテッドFC
2024,J2,第37節,24/11/3,大分トリニータ,2.0,1.0,ザスパ群馬
2024,J2,第37節,24/11/3,清水エスパルス,1.0,0.0,いわきＦＣ
2024,J2,第37節,24/11/3,ジェフユナイテッド千葉,1.0,2.0,Ｖ・ファーレン長崎
2024,J2,第37節,24/11/3,ヴァンフォーレ甲府,1.0,2.0,ブラウブリッツ秋田
2024,J2,第37節,24/11/3,水戸ホーリーホック,1.0,3.0,モンテディオ山形
2024,J2,第37節,24/11/3,愛媛ＦＣ,1.0,1.0,レノファ山口ＦＣ
2024,J2,第37節,24/11/4,ロアッソ熊本,3.0,1.0,ベガルタ仙台
2024,J2,第38節,24/11/10,モンテディオ山形,4.0,0.0,ジェフユナイテッド千葉
2024,J2,第38節,24/11/10,ヴァンフォーレ甲府,3.0,1.0,水戸ホーリーホック
2024,J2,第38節,24/11/10,栃木ＳＣ,0.0,0.0,徳島ヴォルティス
2024,J2,第38節,24/11/10,ベガルタ仙台,2.0,1.0,大分トリニータ
2024,J2,第38節,24/11/10,清水エスパルス,1.0,0.0,ロアッソ熊本
2024,J2,第38節,24/11/10,ブラウブリッツ秋田,1.0,0.0,藤枝ＭＹＦＣ
2024,J2,第38節,24/11/10,鹿児島ユナイテッドFC,0.0,0.0,ファジアーノ岡山
2024,J2,第38節,24/11/10,いわきＦＣ,3.0,0.0,ザスパ群馬
2024,J2,第38節,24/11/10,Ｖ・ファーレン長崎,5.0,2.0,愛媛ＦＣ
2024,J2,第38節,24/11/10,レノファ山口ＦＣ,0.0,0.0,横浜ＦＣ
2023,J2,第1節,23/2/18,ヴァンフォーレ甲府,1.0,2.0,モンテディオ山形
2023,J2,第1節,23/2/18,Ｖ・ファーレン長崎,0.0,1.0,ジェフユナイテッド千葉
2023,J2,第1節,23/2/18,レノファ山口ＦＣ,1.0,0.0,ＲＢ大宮アルディージャ
2023,J2,第1節,23/2/18,ザスパ群馬,0.0,0.0,ブラウブリッツ秋田
2023,J2,第1節,23/2/18,ジュビロ磐田,2.0,3.0,ファジアーノ岡山
2023,J2,第1節,23/2/18,いわきＦＣ,2.0,3.0,藤枝ＭＹＦＣ
2023,J2,第1節,23/2/18,清水エスパルス,0.0,0.0,水戸ホーリーホック
2023,J2,第1節,23/2/19,ＦＣ町田ゼルビア,0.0,0.0,ベガルタ仙台
2023,J2,第1節,23/2/19,東京ヴェルディ,1.0,0.0,ツエーゲン金沢
2023,J2,第1節,23/2/19,徳島ヴォルティス,1.0,2.0,大分トリニータ
2023,J2,第1節,23/2/19,栃木ＳＣ,1.0,1.0,ロアッソ熊本
2023,J2,第2節,23/2/25,ヴァンフォーレ甲府,1.0,1.0,徳島ヴォルティス
2023,J2,第2節,23/2/25,ＲＢ大宮アルディージャ,2.0,0.0,ツエーゲン金沢
2023,J2,第2節,23/2/25,藤枝ＭＹＦＣ,2.0,0.0,Ｖ・ファーレン長崎
2023,J2,第2節,23/2/25,ジェフユナイテッド千葉,1.0,3.0,モンテディオ山形
2023,J2,第2節,23/2/26,ファジアーノ岡山,0.0,0.0,清水エスパルス
2023,J2,第2節,23/2/26,ロアッソ熊本,0.0,1.0,ブラウブリッツ秋田
2023,J2,第2節,23/2/26,ベガルタ仙台,1.0,0.0,栃木ＳＣ
2023,J2,第2節,23/2/26,大分トリニータ,1.0,0.0,東京ヴェルディ
2023,J2,第2節,23/2/26,レノファ山口ＦＣ,1.0,1.0,ジュビロ磐田
2023,J2,第2節,23/2/26,ＦＣ町田ゼルビア,2.0,0.0,ザスパ群馬
2023,J2,第2節,23/2/26,水戸ホーリーホック,2.0,2.0,いわきＦＣ
2023,J2,第3節,23/3/4,藤枝ＭＹＦＣ,0.0,1.0,ブラウブリッツ秋田
2023,J2,第3節,23/3/4,ジュビロ磐田,2.0,1.0,モンテディオ山形
2023,J2,第3節,23/3/4,徳島ヴォルティス,1.0,1.0,ベガルタ仙台
2023,J2,第3節,23/3/4,Ｖ・ファーレン長崎,1.0,1.0,清水エスパルス
2023,J2,第3節,23/3/5,いわきＦＣ,0.0,1.0,レノファ山口ＦＣ
2023,J2,第3節,23/3/5,ロアッソ熊本,3.0,0.0,ＲＢ大宮アルディージャ
2023,J2,第3節,23/3/5,ツエーゲン金沢,1.0,2.0,ＦＣ町田ゼルビア
2023,J2,第3節,23/3/5,ジェフユナイテッド千葉,2.0,2.0,ザスパ群馬
2023,J2,第3節,23/3/5,東京ヴェルディ,0.0,0.0,ヴァンフォーレ甲府
2023,J2,第3節,23/3/5,大分トリニータ,1.0,0.0,栃木ＳＣ
2023,J2,第3節,23/3/5,水戸ホーリーホック,1.0,1.0,ファジアーノ岡山
2023,J2,第4節,23/3/11,ヴァンフォーレ甲府,2.0,1.0,藤枝ＭＹＦＣ
2023,J2,第4節,23/3/11,レノファ山口ＦＣ,1.0,3.0,ロアッソ熊本
2023,J2,第4節,23/3/11,ＲＢ大宮アルディージャ,1.0,0.0,ジュビロ磐田
2023,J2,第4節,23/3/12,清水エスパルス,0.0,0.0,大分トリニータ
2023,J2,第4節,23/3/12,徳島ヴォルティス,0.0,2.0,東京ヴェルディ
2023,J2,第4節,23/3/12,ＦＣ町田ゼルビア,3.0,0.0,水戸ホーリーホック
2023,J2,第4節,23/3/12,ブラウブリッツ秋田,1.0,0.0,ジェフユナイテッド千葉
2023,J2,第4節,23/3/12,栃木ＳＣ,0.0,0.0,Ｖ・ファーレン長崎
2023,J2,第4節,23/3/12,ファジアーノ岡山,3.0,0.0,ツエーゲン金沢
2023,J2,第4節,23/3/12,ベガルタ仙台,0.0,1.0,いわきＦＣ
2023,J2,第4節,23/3/12,ザスパ群馬,1.0,0.0,モンテディオ山形
2023,J2,第5節,23/3/18,ジュビロ磐田,2.0,2.0,清水エスパルス
2023,J2,第5節,23/3/19,モンテディオ山形,0.0,3.0,ＦＣ町田ゼルビア
2023,J2,第5節,23/3/19,ツエーゲン金沢,5.0,2.0,レノファ山口ＦＣ
2023,J2,第5節,23/3/19,栃木ＳＣ,2.0,1.0,ＲＢ大宮アルディージャ
2023,J2,第5節,23/3/19,大分トリニータ,2.0,1.0,ジェフユナイテッド千葉
2023,J2,第5節,23/3/19,ブラウブリッツ秋田,1.0,1.0,水戸ホーリーホック
2023,J2,第5節,23/3/19,ロアッソ熊本,0.0,2.0,Ｖ・ファーレン長崎
2023,J2,第5節,23/3/19,ファジアーノ岡山,2.0,3.0,ヴァンフォーレ甲府
2023,J2,第5節,23/3/19,いわきＦＣ,1.0,0.0,徳島ヴォルティス
2023,J2,第5節,23/3/19,藤枝ＭＹＦＣ,0.0,5.0,東京ヴェルディ
2023,J2,第5節,23/3/19,ザスパ群馬,1.0,2.0,ベガルタ仙台
2023,J2,第6節,23/3/25,ベガルタ仙台,2.0,3.0,ツエーゲン金沢
2023,J2,第6節,23/3/25,Ｖ・ファーレン長崎,3.0,2.0,モンテディオ山形
2023,J2,第6節,23/3/25,ＲＢ大宮アルディージャ,3.0,0.0,大分トリニータ
2023,J2,第6節,23/3/25,ジェフユナイテッド千葉,1.0,1.0,ファジアーノ岡山
2023,J2,第6節,23/3/25,徳島ヴォルティス,0.0,0.0,ブラウブリッツ秋田
2023,J2,第6節,23/3/25,東京ヴェルディ,3.0,0.0,ロアッソ熊本
2023,J2,第6節,23/3/26,いわきＦＣ,0.0,1.0,ＦＣ町田ゼルビア
2023,J2,第6節,23/3/26,レノファ山口ＦＣ,0.0,3.0,藤枝ＭＹＦＣ
2023,J2,第6節,23/3/26,水戸ホーリーホック,2.0,4.0,ヴァンフォーレ甲府
2023,J2,第6節,23/3/29,ジュビロ磐田,2.0,0.0,栃木ＳＣ
2023,J2,第6節,23/3/29,清水エスパルス,1.0,3.0,ザスパ群馬
2023,J2,第7節,23/4/1,ヴァンフォーレ甲府,1.0,0.0,清水エスパルス
2023,J2,第7節,23/4/1,ブラウブリッツ秋田,0.0,1.0,レノファ山口ＦＣ
2023,J2,第7節,23/4/1,ベガルタ仙台,0.0,1.0,Ｖ・ファーレン長崎
2023,J2,第7節,23/4/1,大分トリニータ,2.0,1.0,ジュビロ磐田
2023,J2,第7節,23/4/1,東京ヴェルディ,1.0,0.0,ＲＢ大宮アルディージャ
2023,J2,第7節,23/4/2,ロアッソ熊本,1.0,1.0,徳島ヴォルティス
2023,J2,第7節,23/4/2,モンテディオ山形,0.0,1.0,水戸ホーリーホック
2023,J2,第7節,23/4/2,ファジアーノ岡山,1.0,1.0,いわきＦＣ
2023,J2,第7節,23/4/2,ツエーゲン金沢,2.0,0.0,ジェフユナイテッド千葉
2023,J2,第7節,23/4/2,ＦＣ町田ゼルビア,1.0,0.0,藤枝ＭＹＦＣ
2023,J2,第7節,23/4/2,栃木ＳＣ,1.0,2.0,ザスパ群馬
2023,J2,第8節,23/4/8,ヴァンフォーレ甲府,0.0,3.0,ベガルタ仙台
2023,J2,第8節,23/4/8,ＲＢ大宮アルディージャ,2.0,1.0,モンテディオ山形
2023,J2,第8節,23/4/8,藤枝ＭＹＦＣ,2.0,2.0,ファジアーノ岡山
2023,J2,第8節,23/4/8,清水エスパルス,2.0,1.0,東京ヴェルディ
2023,J2,第8節,23/4/8,レノファ山口ＦＣ,1.0,1.0,栃木ＳＣ
2023,J2,第8節,23/4/8,いわきＦＣ,1.0,3.0,大分トリニータ
2023,J2,第8節,23/4/8,ザスパ群馬,1.0,0.0,Ｖ・ファーレン長崎
2023,J2,第8節,23/4/8,ジェフユナイテッド千葉,2.0,2.0,徳島ヴォルティス
2023,J2,第8節,23/4/8,ＦＣ町田ゼルビア,0.0,1.0,ブラウブリッツ秋田
2023,J2,第8節,23/4/8,水戸ホーリーホック,1.0,5.0,ジュビロ磐田
2023,J2,第8節,23/4/9,ロアッソ熊本,3.0,1.0,ツエーゲン金沢
2023,J2,第9節,23/4/12,ファジアーノ岡山,0.0,0.0,ロアッソ熊本
2023,J2,第9節,23/4/12,清水エスパルス,1.0,1.0,ベガルタ仙台
2023,J2,第9節,23/4/12,東京ヴェルディ,2.0,1.0,ブラウブリッツ秋田
2023,J2,第9節,23/4/12,Ｖ・ファーレン長崎,2.0,1.0,ヴァンフォーレ甲府
2023,J2,第9節,23/4/12,ツエーゲン金沢,3.0,0.0,いわきＦＣ
2023,J2,第9節,23/4/12,大分トリニータ,3.0,1.0,レノファ山口ＦＣ
2023,J2,第9節,23/4/12,藤枝ＭＹＦＣ,3.0,1.0,ジェフユナイテッド千葉
2023,J2,第9節,23/4/12,徳島ヴォルティス,0.0,2.0,水戸ホーリーホック
2023,J2,第9節,23/4/12,栃木ＳＣ,2.0,1.0,モンテディオ山形
2023,J2,第9節,23/4/12,ＲＢ大宮アルディージャ,0.0,1.0,ザスパ群馬
2023,J2,第9節,23/4/12,ジュビロ磐田,1.0,1.0,ＦＣ町田ゼルビア
2023,J2,第10節,23/4/16,ヴァンフォーレ甲府,1.0,0.0,栃木ＳＣ
2023,J2,第10節,23/4/16,ジェフユナイテッド千葉,1.0,0.0,東京ヴェルディ
2023,J2,第10節,23/4/16,ブラウブリッツ秋田,2.0,1.0,ＲＢ大宮アルディージャ
2023,J2,第10節,23/4/16,モンテディオ山形,0.0,1.0,ツエーゲン金沢
2023,J2,第10節,23/4/16,ベガルタ仙台,1.0,1.0,ファジアーノ岡山
2023,J2,第10節,23/4/16,徳島ヴォルティス,0.0,4.0,Ｖ・ファーレン長崎
2023,J2,第10節,23/4/16,ＦＣ町田ゼルビア,3.0,1.0,大分トリニータ
2023,J2,第10節,23/4/16,いわきＦＣ,2.0,1.0,ザスパ群馬
2023,J2,第10節,23/4/16,レノファ山口ＦＣ,0.0,6.0,清水エスパルス
2023,J2,第10節,23/4/16,水戸ホーリーホック,1.0,4.0,藤枝ＭＹＦＣ
2023,J2,第10節,23/4/16,ジュビロ磐田,1.0,1.0,ロアッソ熊本
2023,J2,第11節,23/4/21,ロアッソ熊本,2.0,2.0,ジェフユナイテッド千葉
2023,J2,第11節,23/4/22,ＲＢ大宮アルディージャ,0.0,3.0,清水エスパルス
2023,J2,第11節,23/4/22,ファジアーノ岡山,1.0,1.0,レノファ山口ＦＣ
2023,J2,第11節,23/4/22,Ｖ・ファーレン長崎,4.0,2.0,ブラウブリッツ秋田
2023,J2,第11節,23/4/22,ヴァンフォーレ甲府,1.0,0.0,ＦＣ町田ゼルビア
2023,J2,第11節,23/4/22,東京ヴェルディ,1.0,2.0,モンテディオ山形
2023,J2,第11節,23/4/23,ツエーゲン金沢,1.0,2.0,ジュビロ磐田
2023,J2,第11節,23/4/23,大分トリニータ,0.0,1.0,水戸ホーリーホック
2023,J2,第11節,23/4/23,ザスパ群馬,0.0,0.0,徳島ヴォルティス
2023,J2,第11節,23/4/23,栃木ＳＣ,1.0,0.0,いわきＦＣ
2023,J2,第11節,23/4/23,藤枝ＭＹＦＣ,3.0,2.0,ベガルタ仙台
2023,J2,第12節,23/4/29,いわきＦＣ,0.0,1.0,Ｖ・ファーレン長崎
2023,J2,第12節,23/4/29,モンテディオ山形,1.0,1.0,レノファ山口ＦＣ
2023,J2,第12節,23/4/29,ブラウブリッツ秋田,0.0,1.0,ファジアーノ岡山
2023,J2,第12節,23/4/29,ベガルタ仙台,1.0,0.0,大分トリニータ
2023,J2,第12節,23/4/29,ジュビロ磐田,2.0,3.0,徳島ヴォルティス
2023,J2,第12節,23/4/29,清水エスパルス,2.0,0.0,栃木ＳＣ
2023,J2,第12節,23/4/29,ＦＣ町田ゼルビア,2.0,1.0,ロアッソ熊本
2023,J2,第12節,23/4/29,ザスパ群馬,2.0,1.0,ヴァンフォーレ甲府
2023,J2,第12節,23/4/29,ジェフユナイテッド千葉,1.0,0.0,ＲＢ大宮アルディージャ
2023,J2,第12節,23/4/29,水戸ホーリーホック,0.0,2.0,東京ヴェルディ
2023,J2,第12節,23/4/30,ツエーゲン金沢,1.0,1.0,藤枝ＭＹＦＣ
2023,J2,第13節,23/5/3,ロアッソ熊本,2.0,0.0,ザスパ群馬
2023,J2,第13節,23/5/3,ＲＢ大宮アルディージャ,0.0,1.0,ＦＣ町田ゼルビア
2023,J2,第13節,23/5/3,ファジアーノ岡山,2.0,0.0,モンテディオ山形
2023,J2,第13節,23/5/3,徳島ヴォルティス,1.0,1.0,清水エスパルス
2023,J2,第13節,23/5/3,ベガルタ仙台,2.0,2.0,ブラウブリッツ秋田
2023,J2,第13節,23/5/3,ヴァンフォーレ甲府,1.0,0.0,いわきＦＣ
2023,J2,第13節,23/5/3,Ｖ・ファーレン長崎,4.0,0.0,水戸ホーリーホック
